Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Texts,Document Type,Publication Stage,Open Access,Source,EID,source_db,original_file,dedup_key,priority_score,priority_bucket,cluster,x,y
"Abdelfatah, A.; Raisz, D.; Mahmoud, K.","Abdelfatah, Ali A. (57191405485); Raisz, Dávid (8362823800); Mahmoud, Karar (36181590200)",57191405485; 8362823800; 36181590200,Sensitivity-based and optimization-based methods for mitigating voltage fluctuation and rise in the presence of PV and PHEVs,2017,International Transactions on Electrical Energy Systems,27,12,e2456,,,17,10.1002/etep.2456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034768908&doi=10.1002%2Fetep.2456&partnerID=40&md5=5499208d116d8b72decd1ffdfcc5aa7b,"Faculty of Engineering, Qena, Qena, Egypt; Department of Electric Power Engineering, Budapest University of Technology and Economics, Budapest, Hungary; Aswan University, Aswan, Aswan, Egypt","Abdelfatah, Ali A., Faculty of Engineering, Qena, Qena, Egypt, Department of Electric Power Engineering, Budapest University of Technology and Economics, Budapest, Hungary; Raisz, Dávid, Department of Electric Power Engineering, Budapest University of Technology and Economics, Budapest, Hungary; Mahmoud, Karar, Aswan University, Aswan, Aswan, Egypt","Voltage fluctuation and voltage rise are common issues associated with the massive integration of photovoltaic (PV) technologies in distribution systems. In this paper, sensitivity-based and optimization-based methods are proposed for mitigating voltage fluctuation and rise in the presence of plug-in hybrid electric vehicles (PHEVs). The concept of these methods is to optimize the reactive power of PV inverter and active power from charging station of PHEVs for matching a target voltage profile. The sensitivity-based method is based on the first-order power flow sensitivities around the desired voltage profile. An optimization model is used in optimization-based to minimize the mismatches between the fluctuating and required voltage profiles. The charging/discharging operation of PHEVs and reactive power of PV inverter are simultaneously controlled for compensating power fluctuation during cloud transients and load fluctuations. The results demonstrate the effectiveness of the proposed methods compared with existing methods. © © 2017 John Wiley & Sons, Ltd.",distribution systems; PHEVs; photovoltaic; voltage fluctuation; voltage rise,Electric inverters; Electric load flow; Hybrid vehicles; Optimization; Reactive power; Distribution systems; PHEVs; Photovoltaic; Voltage fluctuations; Voltage rise; Plug-in hybrid vehicles,,,Article,Final,,Scopus,2-s2.0-85034768908,scopus,scopus.csv,doi:10.1002/etep.2456,5,low,3,8.53669,6.194856
"Bhat, N.G.; Prusty, B.R.; Jena, D.","Bhat, Nitesh Ganesh (57194166244); Prusty, B. Rajanarayan (57219054904); Jena, Debashisha (55389939300)",57194166244; 57219054904; 55389939300,Cumulant-based correlated probabilistic load flow considering photovoltaic generation and electric vehicle charging demand,2017,Frontiers in Energy,11,2,,184,196,20,10.1007/s11708-017-0465-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018975145&doi=10.1007%2Fs11708-017-0465-7&partnerID=40&md5=725f2722851b726a85409820bbf36b34,"Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India","Bhat, Nitesh Ganesh, Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India; Prusty, B. Rajanarayan, Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India; Jena, Debashisha, Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India","This paper applies a cumulant-based analytical method for probabilistic load flow (PLF) assessment in transmission and distribution systems. The uncertainties pertaining to photovoltaic generations and aggregate bus load powers are probabilistically modeled in the case of transmission systems. In the case of distribution systems, the uncertainties pertaining to plug-in hybrid electric vehicle and battery electric vehicle charging demands in residential community as well as charging stations are probabilistically modeled. The probability distributions of the result variables (bus voltages and branch power flows) pertaining to these inputs are accurately established. The multiple input correlation cases are incorporated. Simultaneously, the performance of the proposed method is demonstrated on a modified Ward-Hale 6-bus system and an IEEE 14-bus transmission system as well as on a modified IEEE 69-bus radial and an IEEE 33-bus mesh distribution system. The results of the proposed method are compared with that of Monte-Carlo simulation. © 2017, Higher Education Press and Springer-Verlag Berlin Heidelberg.",battery electric vehicle; extended cumulant method; photovoltaic generation; plug-in hybrid electric vehicle; probabilistic load flow,Buses; Charging (batteries); Electric load flow; Electric power distribution; Electric power transmission; Intelligent systems; Monte Carlo methods; Plug-in electric vehicles; Probability distributions; Secondary batteries; Vehicle transmissions; Battery-electric vehicles; Charging demands; Cumulant methods; Cumulants; Electric vehicle charging; Extended cumulant method; Photovoltaics generations; Plug-In Hybrid Electric Vehicle; Probabilistic load flow; Uncertainty; Plug-in hybrid vehicles,,,Article,Final,,Scopus,2-s2.0-85018975145,scopus,scopus.csv,doi:10.1007/s11708-017-0465-7,5,low,8,5.853006,7.072797
"Hernandez, J.C.; Ruiz-Rodríguez, F.J.; Jurado, F.","Hernandez, Jesus C. (55457479000); Ruiz-Rodríguez, Francisco Javier (54421071100); Jurado, Francisco J. (7007100345)",55457479000; 54421071100; 7007100345,Modelling and assessment of the combined technical impact of electric vehicles and photovoltaic generation in radial distribution systems,2017,Energy,141,,,316,332,83,10.1016/j.energy.2017.09.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029860105&doi=10.1016%2Fj.energy.2017.09.025&partnerID=40&md5=fc64a2054241423d1b89dab90c7db4ac,"Department of Electrical Engineering, Universidad de Jaén, Jaen, Jaen, Spain; Department of Electrical and Thermal Engineering, Universidad de Huelva, Huelva, Huelva, Spain; EPS Linares, Universidad de Jaén, Jaen, Jaen, Spain","Hernandez, Jesus C., Department of Electrical Engineering, Universidad de Jaén, Jaen, Jaen, Spain; Ruiz-Rodríguez, Francisco Javier, Department of Electrical and Thermal Engineering, Universidad de Huelva, Huelva, Huelva, Spain; Jurado, Francisco J., EPS Linares, Universidad de Jaén, Jaen, Jaen, Spain","Photovoltaics (PVs) provide new opportunities for radial distribution systems (RDSs) that feed electric vehicle charging stations (EVCSs). However, the accurate assessment of the combined technical impact is problematic because of the uncertainties of sources/loads. In previous research, we developed a technique to assess the impact of PV generation. This new study presents a general analytical technique (GAT) that evaluates the combined impact for an extended time frame. Specifically, the GAT effectively assesses the fulfilment of technical requirements for weekly RDS operating variables as specified in regulations. As our main objective is to improve the assessment accuracy of the EV and PV interaction in RDSs, the weekly assessment was extended to a one-year time period, during which it is possible to capture the total uncertainty. Also, correlation of input variables is handled. The computational cost of the GAT is lower than that associated with Monte-Carlo simulation, which is used to confirm the GAT accuracy. Although the results focus on an RDS located in Spain, GAT is applicable to any RDS and is scalable to different penetration levels. The numerical results show the impact of different correlated and non-correlated case studies on the voltage profile, apparent power flow in lines, and real loss. © 2017 Elsevier Ltd",Distribution system; Electric vehicle charging station; Photovoltaic power system; Probabilistic load flow; Probability density distribution; Uncertainty,Electric automobiles; Electric load flow; Electric vehicles; Intelligent systems; Monte Carlo methods; Photovoltaic cells; Probability density function; Probability distributions; Vehicles; Distribution systems; Electric vehicle charging; Photovoltaic power systems; Probabilistic load flow; Probability density distribution; Uncertainty; Electric power distribution; analytical method; assessment method; correlation; distribution system; electric vehicle; fixed structure; flow measurement; modeling; Monte Carlo analysis; numerical model; photovoltaic system; probability; probability density function; solar power; technical efficiency; uncertainty analysis; Spain,,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85029860105,scopus,scopus.csv,doi:10.1016/j.energy.2017.09.025,5,low,1,6.081547,7.2704377
"Sasidharan, N.; Singh, J.G.","Sasidharan, Nikhil (56866034600); Singh, Jai Govind (37462123800)",56866034600; 37462123800,A resilient DC community grid with real time ancillary services management,2017,Sustainable Cities and Society,28,,,367,386,14,10.1016/j.scs.2016.10.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994336707&doi=10.1016%2Fj.scs.2016.10.007&partnerID=40&md5=c727f32ff5bfa2bff35e0b5872c6af6f,"School of Environment, Asian Institute of Technology Thailand, Khlong Luang, Pathum Thani, Thailand","Sasidharan, Nikhil, School of Environment, Asian Institute of Technology Thailand, Khlong Luang, Pathum Thani, Thailand; Singh, Jai Govind, School of Environment, Asian Institute of Technology Thailand, Khlong Luang, Pathum Thani, Thailand","The restructuring of the electric supply industry has prompted the situation where customer is a critical business player. This has also made the maintaining of reliability and stability in the power system a monetarily crucial task. Self-resilient community grid is a realization of reliable and stable system at the customer's level as individual households with solar photovoltaics or other renewable system can sustain itself even if the power grid fails. In this paper, a novel DC community grid has been proposed which is capable of providing ancillary services to the main distribution grid. The proposed DC community grid consists of 100 houses with individual solar installation along with a centralized DC-wind turbine and EV charging stations. Load flow analysis was conducted on the community grid using DC power flow method. The individual homes were restructured into a novel hybrid AC/DC home grid which was proved experimentally to have better harmonic reduction, more power resilience and efficiency. A bidirectional three phase voltage source inverter is used for grid interconnection whenever there is an ancillary service request from the distribution system operator or there is a shortage of power within the community. Fault ride through capability of the community grid tied inverter was tested for line–line and three phase bolted fault which is a common interruption in the distribution network. The analysis was done using MATLAB/Simulink. This paper succeeded in establishing the feasibility of connecting individual homes into a community grid for better efficiency and distribution grid reliability. © 2016 Elsevier Ltd",Ancillary services; DC community grid; EV charging; Three phase voltage source inverter,Efficiency; Electric inverters; Electric load flow; Solar power generation; Wind turbines; Ancillary service; DC community grid; EV Charging; Ev charging stations; Fault ride through capability; Grid interconnections; Reliability and stability; Three-phase voltage source inverters; Electric power transmission networks,,,Article,Final,,Scopus,2-s2.0-84994336707,scopus,scopus.csv,doi:10.1016/j.scs.2016.10.007,5,low,3,7.4836755,6.651831
Y. Song; Y. Zheng; D. J. Hill,,,Optimal Scheduling for EV Charging Stations in Distribution Networks: A Convexified Model,2017,IEEE Transactions on Power Systems,32,2,,1574,1575,,10.1109/TPWRS.2016.2568746,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7469776,"Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong",,"A convexified model for EV charging station scheduling is proposed in this letter, which minimizes the total charging cost and the energy cost from the substation during the concerned time horizon. The model is transformed from the conventional model by using convex relaxation techniques, by which the globally optimal solution and high computational efficiency can be achieved. The proposed approach is validated by numerical simulations on a 15-bus distribution network.",Convex relaxation;distribution network;EV charging station,Charging stations;Optimal scheduling;Computational modeling;Schedules;Substations;Processor scheduling;DH-HEMTs,,,IEEE Journals,,,IEEE,,ieee,ieee.csv,doi:10.1109/tpwrs.2016.2568746,5,low,5,6.805365,4.5487294
"Hampannavar, S.; Chavhan, S.; Yaragatti, U.R.; Naik, A.","Hampannavar, Santoshkumar (56754411000); Chavhan, Suresh (55596748700); Yaragatti, Udaykumar R. (6505900708); Naik, Anant J. (55376702700)",56754411000; 55596748700; 6505900708; 55376702700,Gridable Electric Vehicle (GEV) Aggregation in Distribution Network to Support Grid Requirements: A Communication Approach,2017,International Journal of Emerging Electric Power Systems,18,3,20160239,,,10,10.1515/ijeeps-2016-0239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021340760&doi=10.1515%2Fijeeps-2016-0239&partnerID=40&md5=a45f9a18f69b5ad34361a67f741032ef,"Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India; Department of Electronics and Communication Engineering, Indian Institute of Science, Bengaluru, KA, India","Hampannavar, Santoshkumar, Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India; Chavhan, Suresh, Department of Electronics and Communication Engineering, Indian Institute of Science, Bengaluru, KA, India; Yaragatti, Udaykumar R., Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India; Naik, Anant J., Department of Electrical and Electronic Engineering, National Institute of Technology Karnataka, Mangalore, KA, India","Electric Vehicles (EV) can be connected to the grid for power transaction and also serve as distributed resource (DR) or distributed energy storage system (DESS). The concept of connecting group of EVs or gridable EVs (GEV) to the grid is called Vehicle-To-Grid (V2G). V2G is a prominent energy storage system as it is flexible and can be used to support the grid requirements in order to meet the time varying load demand. Optimal placement of GEV aggregation in power distribution network is very challenging and helps in maintaining stability of the power system for a shorter duration of time. In this paper, algorithm is developed for estimating parameters like P<inf>loss</inf>, Q<inf>loss</inf>, V<inf>pu</inf> based on past history and wireless access support for Control and Monitoring Unit (CMU) to aggregator agent communication is proposed using Long Term Evolution (LTE) protocol. The load flow studies are carried using MiPOWER software in order to obtain the optimal location for the placement of GEV aggregation in power distribution network. LTE physical layer is modeled using MATLAB/SIMULINK and the performance is analyzed using bit error rate (BER) v/s signal to noise ratio (SNR) curves. © 2017 Walter de Gruyter GmbH, Berlin/Boston 2017.",Gridable Electric Vehicle(GEV); LTE protocol; power loss; voltage profile,Access control; Bit error rate; Electric automobiles; Electric losses; Electric network analysis; Electric power transmission networks; Electric vehicles; Energy storage; Long Term Evolution (LTE); Network layers; Signal to noise ratio; Vehicles; Wireless telecommunication systems; Control and monitoring; Distributed energy storage systems; Energy storage systems; Gridable Electric Vehicle(GEV); Power distribution network; Power-losses; Time varying load demand; Voltage profile; Vehicle to vehicle communications,,,Article,Final,,Scopus,2-s2.0-85021340760,scopus,scopus.csv,doi:10.1515/ijeeps-2016-0239,5,low,8,6.047479,5.809456
"Ruiz-Rodríguez, F.J.; Hernandez, J.C.; Jurado, F.","Ruiz-Rodríguez, Francisco Javier (54421071100); Hernandez, Jesus C. (55457479000); Jurado, Francisco J. (7007100345)",54421071100; 55457479000; 7007100345,Probabilistic load-flow analysis of biomass-fuelled gas engines with electrical vehicles in distribution systems,2017,Energies,10,10,1536,,,37,10.3390/en10101536,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042854986&doi=10.3390%2Fen10101536&partnerID=40&md5=48b314bcea29e3ae0fe35697d87d5b87,"Department of Electrical and Thermal Engineering, Universidad de Huelva, Huelva, Huelva, Spain; Department of Electrical Engineering, Universidad de Jaén, Jaen, Jaen, Spain","Ruiz-Rodríguez, Francisco Javier, Department of Electrical and Thermal Engineering, Universidad de Huelva, Huelva, Huelva, Spain; Hernandez, Jesus C., Department of Electrical Engineering, Universidad de Jaén, Jaen, Jaen, Spain; Jurado, Francisco J., Department of Electrical Engineering, Universidad de Jaén, Jaen, Jaen, Spain","Feeding biomass-fueled gas engines (BFGEs) with olive tree pruning residues offers new opportunities to decrease fossil fuel use in road vehicles and electricity generation. BFGEs, coupled to radial distribution systems (RDSs), provide renewable energy and power that can feed electric vehicle (EV) charging stations. However, the combined impact of BFGEs and EVs on RDSs must be assessed to assure the technical constraint fulfilment. Because of the stochastic nature of source/load, it was decided that a probabilistic approach was the most viable option for this assessment. Consequently, this research developed an analytical technique to evaluate the technical constraint fulfilment in RDSs with this combined interaction. The proposed analytical technique (PAT) involved the calculation of cumulants and the linearization of load-flow equations, along with the application of the cumulant method, and Cornish-Fisher expansion. The uncertainties related to biomass stock and its heating value (HV) were important factors that were assessed for the first time. Application of the PAT in a Spanish RDS with BFGEs and EVs confirmed the feasibility of the proposal and its additional benefits. Specifically, BFGEs were found to clearly contribute to the voltage constraint fulfilment. The computational cost of the PAT was lower than that associated with Monte-Carlo simulations (MCSs). © 2017 by the authors.",Biomass assessment; Distribution systems; Electrical vehicle; Olive tree pruning; Probabilistic load flow; Residual biomass,Biomass; Electric load flow; Electric power distribution; Forestry; Fossil fuels; Gas engines; Intelligent systems; Monte Carlo methods; Probability distributions; Stochastic systems; Uncertainty analysis; Vehicles; Biomass assessment; Distribution systems; Electrical vehicles; Probabilistic load flow; Residual biomass; Tree pruning; Electric load distribution,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85042854986,scopus,scopus.csv,doi:10.3390/en10101536,5,low,8,5.963346,7.223221
"Wei, W.; Wang, J.; Wu, L.","Wei, Wei (56697736600); Wang, Jianhui (57200038380); Wu, Lei (55806506700)",56697736600; 57200038380; 55806506700,Quantifying the impact of road capacity loss on urban electrified transportation networks: An optimization based approach,2016,International Journal of Transportation Science and Technology,5,4,,268,288,31,10.1016/j.ijtst.2017.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064334569&doi=10.1016%2Fj.ijtst.2017.03.003&partnerID=40&md5=8463b0e436b614b2d0e0af98b7a81dd3,"Department of Electrical Engineering, Tsinghua University, Beijing, China; Bobby B. Lyle School of Engineering, Dallas, TX, United States; Argonne National Laboratory, Lemont, IL, United States; Wallace H. Coulter School of Engineering and Applied Sciences, Potsdam, NY, United States","Wei, Wei, Department of Electrical Engineering, Tsinghua University, Beijing, China; Wang, Jianhui, Bobby B. Lyle School of Engineering, Dallas, TX, United States, Argonne National Laboratory, Lemont, IL, United States; Wu, Lei, Wallace H. Coulter School of Engineering and Applied Sciences, Potsdam, NY, United States","The proliferation of electric vehicles and commercialization of public charging facilities have inspired the emerging trend of transportation electrification, which creates an urgent demand for systematic methodologies to analyze the performance of electrified transportation networks (ETNs) while taking the interdependency across the transportation network and the power distribution network into account. This paper introduces a comprehensive mathematical formulation of the ETN from a system-level perspective, in which the steady-state distribution of the traffic flow is described by Wardrop user equilibrium, while the operating status of the power grid is characterized by a linearized branch power flow model. Moreover, this paper investigates the impact of road capacity degradation on the transportation network, which is quantified by the total vehicle travel time, as well as the power distribution network, which is quantified by the operating cost. The former gives rise to a nonlinear programming problem with complementarity constraints (NPCC), which is reformulated as a mixed integer linear program, thereby the global optimal solution can be found with moderate computational effort. The latter yields a max–min NPCC, which is transformed into an equivalent single-level NPCC; thus a commercial nonlinear solver is applicable to find a local solution. A derivative-free searching algorithm which relies on convex optimization is also suggested. Numerical case studies on a test system demonstrate the necessity of considering the intrinsic interdependency of the transportation and electricity infrastructures in designing and operating the ETN. © 2017 Tongji University and Tongji University Press",Electrified transportation network; Interdependency; Power distribution network; Vulnerability; Wardrop user equilibrium,,"National Natural Science Foundation of China, NSFC; Foundation for Innovative Research Groups of the National Natural Science Foundation of China, (51577163, 51621065); Foundation for Innovative Research Groups of the National Natural Science Foundation of China","Funding text 1: This work is supported in part by the Foundation for Innovative Research Groups of the National Natural Science Foundation of China (under Grant No. 51621065), and in part by the National Natural Science Foundation of China (under Grant No. 51577163).; Funding text 2: This work is supported in part by the Foundation for Innovative Research Groups of the National Natural Science Foundation of China (under Grant No. 51621065 ), and in part by the National Natural Science Foundation of China (under Grant No. 51577163).",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85064334569,scopus,scopus.csv,doi:10.1016/j.ijtst.2017.03.003,5,low,7,6.204901,2.9465032
"Wang, L.Y.; Wang, C.; Yin, G.; Wang, Y.","Wang, Leyi (7409181578); Wang, Caisheng (23111449000); Yin, George Gang (55666160800); Wang, Yang (58396422900)",7409181578; 23111449000; 55666160800; 58396422900,Weighted and constrained consensus for distributed power dispatch of scalable microgrids,2015,Asian Journal of Control,17,5,,1725,1741,21,10.1002/asjc.991,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941571036&doi=10.1002%2Fasjc.991&partnerID=40&md5=7fcaf5af0c7bf5746c0aab2638f3d380,"College of Engineering, Detroit, MI, United States; Wayne State University, Detroit, MI, United States","Wang, Leyi, College of Engineering, Detroit, MI, United States; Wang, Caisheng, College of Engineering, Detroit, MI, United States; Yin, George Gang, Wayne State University, Detroit, MI, United States; Wang, Yang, College of Engineering, Detroit, MI, United States","Microgrids with distributed energy generators, controllable appliances, electric vehicle charging infrastructures, and energy storage systems introduce new technical challenges in the management of distribution networks. This paper introduces a new framework for power flow control based on the emerging consensus control for networked systems. Due to unique features of power systems, the consensus control problem becomes weighted and constrained, beyond the typical consensus formulation. Using only neighborhood communication for each bus on the microgrid, the consensus control achieves global weighted load balancing. Algorithms are introduced and their convergence properties are established. It is shown that the algorithms have the fastest convergence rates in terms of consensus error variances, by achieving asymptotically the Cramér-Rao lower bound, and hence is optimal among all algorithms. Examples and case studies demonstrate convergence, robustness, and scalability of the methodology and feasibility in distribution networks. Practical issues are further discussed. © 2014 Chinese Automatic Control Society and Wiley Publishing Asia Pty Ltd.",Consensus control; Microgrids; Power distribution control; Power generation dispatch; Renewable sources; Stochastic approximation,Data storage equipment; Electric load flow; Microgrids; Networked control systems; Power control; Stochastic control systems; Stochastic systems; Consensus control; Power distribution control; Power generation dispatch; Renewable sources; Stochastic approximations; Electric load dispatching,(FA9550-10-1-0210); (ECS-0823865),,Article,Final,,Scopus,2-s2.0-84941571036,scopus,scopus.csv,doi:10.1002/asjc.991,5,low,3,6.5599723,5.5236144
"Aly, Mohamed M. and Abdelkarim, Emad and Abdel-Akher, Mamdouh",,,"Mitigation of photovoltaic power generation fluctuations using plug-in
hybrid electric vehicles storage batteries",2015,INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS,,,,,,,10.1002/etep.2062,,,,"A control strategy for the battery of a plug-in hybrid electric vehicle
(PHEV) to mitigate the voltage fluctuation of a distribution system fed
by photovoltaic (PV) power generation is presented in this paper. In a
normal PV power generation, the batteries of PHEVs are set in the
controlled charging mode. When a PV power generation fluctuates because
of fast cloud transients, the developed controller allows PHEVs
batteries to compensate for the PV power variations. The advantage of
the proposed control method is that the severe voltage transients are
avoided in power networks. The developed control strategy uses fuzzy
method to operate with bidirectional interface inverter. Actual
transformer tap changer and time series data of solar irradiance based
on 5-s intervals are used to study the impact of PV power variations on
a 33-bus radial distribution feeder. The results show that the reactive
power compensation of PV interface inverter enhances the feeder voltage
profile during full cloudy skies. However, during cloud transients, the
application of PHEVs storage systems is necessary to alleviate the
feeder voltage flicker. Copyright (C) 2015 John Wiley \& Sons, Ltd.","PHEV; PV generation; fuzzy logic; interface inverter size; reactive
power support; cloud transients",,,,,,,web-of-science,,web-of-science,wos.bib,doi:10.1002/etep.2062,5,low,3,8.625409,6.4551454
M. Liu; P. Mcnamara; R. Shorten; S. Mcloone,,,"Residential electrical vehicle charging strategies: the good, the bad and the ugly",2015,Journal of Modern Power Systems and Clean Energy,3,2,,190,202,,10.1007/s40565-015-0122-2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9018448,"Hamilton Institute, Maynooth University, Maynooth, Co., Kildare, Ireland; Department of Electronic Engineering, Maynooth University, Maynooth, Co., Kildare, Ireland; IBM Research, Dublin, Ireland; School of Electronics, Electrical Engineering and Computer Science, Queen's University Belfast, Belfast, UK",,"In recent years, a wide variety of centralised and decentralised algorithms have been proposed for residential charging of electric vehicles (EVs). In this paper, we present a mathematical framework which casts the EV charging scenarios addressed by these algorithms as optimisation problems having either temporal or instantaneous optimisation objectives with respect to the different actors in the power system. Using this framework and a realistic distribution network simulation testbed, we provide a comparative evaluation of a range of different residential EV charging strategies, highlighting in each case positive and negative characteristics.",Electric vehicle;Smart grid;Decentralised control;Centralised control;Demand side management,Electric vehicle charging;State of charge;Cost function;Vehicle-to-grid,,,SGEPRI Journals,,,IEEE,,ieee,ieee.csv,doi:10.1007/s40565-015-0122-2,5,low,5,6.7058244,4.9311633
L. Cheng; Y. Chang; R. Huang,,,Mitigating Voltage Problem in Distribution System With Distributed Solar Generation Using Electric Vehicles,2015,IEEE Transactions on Sustainable Energy,6,4,,1475,1484,,10.1109/TSTE.2015.2444390,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7164328,"State Key Laboratory of Power Systems, Department of Electrical Engineering, Tsinghua University, Beijing, China; State Key Laboratory of Power Systems, Department of Electrical Engineering, Tsinghua University, Beijing, China; Beijing Electric Power Company, State Grid of China, Beijing, China",,"Distributed solar generation has the potential to reach high penetration levels in distribution systems. However, its integration reshapes distribution system power flows and causes rapid-fluctuations in system statuses. The facts challenge major voltage management approaches, nowadays, such as using online load tap changing (OLTC) transformers, voltage regulators (VRs), or shunt capacitors. In this paper, we explore the capability of using vehicle-to-grid (V2G) electric vehicles (EVs) to join distribution system voltage management, and to collaborate with OLTCs to mitigate the voltage problems caused by distribution solar generations. A two-stage control method is proposed for this purpose. The first stage controls the making of rolling schedules for EV charging and OLTC tap positions, while the second controls the EVs to resist the solar generation fluctuation to maintain voltage profiles. A case system with simultaneous overvoltage/undervoltage risks is designed to test the effectiveness of the proposed method. The results demonstrate that both the over/undervoltage risks are mitigated.",Electric vehicles (EVs);optimal power flow;positive semidefinite programming;voltage regulation;Electric vehicles (EVs);optimal power flow;positive semidefinite programming;voltage regulation,Voltage control;Charging stations;Load flow;Solar power generation;Mathematical model;Electric vehicles,,,IEEE Journals,,,IEEE,,ieee,ieee.csv,doi:10.1109/tste.2015.2444390,5,low,3,8.58649,6.424273
"Heidarian, T.; Joorabian, M.; Reza, A.","Heidarian, T. (56986453600); Joorabian, Mahmood (6602914204); Reza, Arash (54783300700)",56986453600; 6602914204; 54783300700,The effect of plug-in electric vehicles on harmonic analysis of smart grid,2015,International Journal of Emerging Electric Power Systems,16,6,,559,567,5,10.1515/ijeeps-2014-0086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948749188&doi=10.1515%2Fijeeps-2014-0086&partnerID=40&md5=1938c695a4dddfd08994bbd21610977e,"Ahvaz Electric Power Distribution Company (AEPDCO), Ahvaz, Iran; Department of Electrical Engineering, Shahid Chamran University of Ahvaz, Ahvaz, Khuzestan, Iran; Department of Mechanical Engineering, Islamic Azad University, Ahvaz branch, Ahvaz, Khuzestan Province, Iran","Heidarian, T., Ahvaz Electric Power Distribution Company (AEPDCO), Ahvaz, Iran; Joorabian, Mahmood, Department of Electrical Engineering, Shahid Chamran University of Ahvaz, Ahvaz, Khuzestan, Iran; Reza, Arash, Department of Mechanical Engineering, Islamic Azad University, Ahvaz branch, Ahvaz, Khuzestan Province, Iran","In this paper, the effect of plug-in electric vehicles is studied on the smart distribution system with a standard IEEE 30-bus network. At first, harmonic power flow analysis is performed by Newton-Raphson method and by considering distorted substation voltage. Afterward, proper sizes of capacitors is selected by cuckoo optimization algorithm to reduce the power losses and cost and by imposing acceptable limit for total harmonic distortion and RMS voltages. It is proposed that the impact of generated current harmonics by electric vehicle battery chargers should be factored into overall load control strategies of smart appliances. This study is generalized to the different hours of a day by using daily load curve, and then optimum time for charging of electric vehicles batteries in the parking lots are determined by cuckoo optimization algorithm. The results show that injecting harmonic currents of plug-in electric vehicles causes a drop in the voltage profile and increases power loss. Moreover, charging the vehicle batteries has more impact on increasing the power losses rather than the harmonic currents effect. Also, the findings showed that the current harmonics has a great influence on increasing of THD. Finally, optimum working times of all parking lots was obtained for the utilization cost reduction. © 2015 by De Gruyter 2015.",Capacitor sizing; Cuckoo optimization algorithm; Distribution network; Electric vehicle; Harmonic power flow; Smart grid,Automotive batteries; Charging (batteries); Cost reduction; Curve fitting; Electric load flow; Electric load management; Electric losses; Electric power transmission networks; Electric vehicles; Harmonic analysis; Metal drawing; Newton-Raphson method; Optimization; Plug-in electric vehicles; Vehicle-to-grid; Control strategies; Current harmonics; Electric vehicle batteries; Harmonic power flow; Optimization algorithms; Smart distribution systems; Smart grid; Total harmonic distortion (THD); Electric power distribution,,,Article,Final,,Scopus,2-s2.0-84948749188,scopus,scopus.csv,doi:10.1515/ijeeps-2014-0086,5,low,3,8.675589,8.023801
