status,reason_exclusion,title,abstract,doi,year,keyword_tags,source_db,original_file,dedup_key,priority_score,priority_bucket
maybe,,Forecasting Residential EV Charging Pile Capacity in Urban Power Systems: A Cointegration–BiLSTM Hybrid Approach,"The rapid proliferation of electric vehicles necessitates accurate forecasting of charging pile capacity for urban power system planning, yet existing methods for medium- to long-term prediction lack effective mechanisms to capture complex multi-factor relationships. To address this gap, a hybrid cointegration–BiLSTM framework is proposed for medium- to long-term load forecasting. Cointegration theory is leveraged to identify long-term equilibrium relationships between EV charging capacity and socioeconomic factors, effectively mitigating spurious regression risks. The extracted cointegration features and error correction terms are integrated into a bidirectional LSTM network to capture complex temporal dependencies. Validation using data from 14 cities in Hunan Province demonstrated that cointegration analysis surpassed linear correlation methods in feature preprocessing effectiveness, while the proposed model achieved enhanced forecasting accuracy relative to conventional temporal convolutional networks, support vector machines, and gated recurrent units. Furthermore, a 49% reduction in MAE and RMSE was observed when ECT-enhanced features were adopted instead of unenhanced groups, confirming the critical role of comprehensive feature engineering. Compared with the GRU baseline, the BiLSTM model yielded a 26% decrease in MAE and a 24% decrease in RMSE. The robustness of the model was confirmed through five-fold cross-validation, with ECT-enhanced features yielding optimal results. This approach provides a scientifically grounded framework for EV charging infrastructure planning, with potential extensions to photovoltaic capacity forecasting. © 2025 by the authors.",10.3390/su17146356,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/su17146356,18,high
maybe,,Designing EV Charging Energy Hubs to Meet Flexibility Requirements in Smart Grids,"Energy hub stations represent a transformative approach to modern energy systems, functioning as flexible nodes within distribution networks. By seamlessly integrating electric vehicles (EVs) and battery energy storage systems (BESSs), these hubs address critical challenges such as grid stress, renewable energy utilization, and peak load management. This study introduces a novel mathematical optimization model designed to maximize the operational flexibility of EV charging stations by transforming them into fully functional energy hubs. The model incorporates key parameters such as energy demands, load profiles, and grid conditions to optimize the sizing and operation of distributed energy resources, including photovoltaic (PV) systems and BESSs. The proposed approach minimizes grid dependency, enabling energy hubs to efficiently operate varying levels of operational flexibility, from full reliance on grid power to complete independence. The results reveal that, by effectively shifting energy usage away from peak periods and leveraging PV generation, energy hubs emerge as a critical component of sustainable energy systems and can independently support approximately 45% of their load, with minimal PV and BESS capacities. It also reveals a direct correlation between higher flexibility levels and increased infrastructure requirements for PV systems and BESSs. The proposed model underscores the critical role of energy hubs in facilitating the global shift toward decarbonization, aligning with contemporary goals for resilient and environmentally sustainable energy ecosystems. This work provides a scalable framework for future energy systems, with significant implications for policymakers, researchers, and practitioners in the fields of renewable energy and sustainable mobility. © 2025 by the authors.",10.3390/wevj16010043,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16010043,18,high
maybe,,Slow but Steady: Assessing the Benefits of Slow Public EV Charging Infrastructure in Metropolitan Areas,"Vehicle-grid integration (VGI) is critical for the future of electric power systems, with decarbonization targets anticipating millions of electric vehicles (EVs) by 2030. As EV adoption grows, charging demand—particularly during peak hours in cities—may place significant pressure on the electrical grid. Charging at high power, especially during the evening when most EVs are parked in residential areas, can lead to grid instability and increased costs. One promising solution is to leverage long-duration, low-power charging, which can align with typical user behavior and improve grid compatibility. This paper delves into how public slow charging stations (<7.4 kW) in metropolitan residential areas can alleviate grid pressures while fostering a host of additional benefits. We show that, with respect to a reference (22 kW infrastructure), such stations can increase EV user satisfaction by up to 20%, decrease grid costs by 40% owing to a peak load reduction of 10 to 55%, and provide six times the flexibility for energy markets. Cities can overcome the limitation of private garage scarcity with this charging approach, thus fostering the transition to EVs. © 2025 by the authors.",10.3390/wevj16030148,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16030148,18,high
maybe,,Electric Vehicle Charging Load Forecasting Method Based on Improved Long Short-Term Memory Model with Particle Swarm Optimization,"With the rapid global proliferation of electric vehicles (EVs), their integration as a significant load component within power systems increasingly influences the stable operation and planning of electrical grids. However, the high uncertainty and randomness inherent in EV users’ charging behaviors render accurate load forecasting a challenging task. In this context, the present study proposes a Particle Swarm Optimization (PSO)-enhanced Long Short-Term Memory (LSTM) network forecasting model. By combining the global search capability of the PSO algorithm with the advantages of LSTM networks in time-series modeling, a PSO-LSTM hybrid framework optimized for seasonal variations is developed. The results confirm that the PSO-LSTM model effectively captures seasonal load variations, providing a high-precision, adaptive solution for dynamic grid scheduling and charging infrastructure planning. This model supports the optimization of power resource allocation and the enhancement of energy storage efficiency. Specifically, during winter, the Mean Absolute Error (MAE) is 3.896, a reduction of 6.57% compared to the LSTM model and 10.13% compared to the Gated Recurrent Unit (GRU) model. During the winter–spring transition, the MAE is 3.806, which is 6.03% lower than that of the LSTM model and 12.81% lower than that of the GRU model. In the spring, the MAE is 3.910, showing a 2.71% improvement over the LSTM model and a 7.32% reduction compared to the GRU model. © 2025 by the authors.",10.3390/wevj16030150,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16030150,18,high
maybe,,Systemic Optimization of Electric Vehicles Power System,"This paper presents a comparative study between two permanent magnet motor structures, one with trapezoidal waveforms and the other with sinusoidal waveforms, from the perspective of production cost, dynamic characteristic performance, and energy economy. The novel element of the research is also in using an electromagnetic converter to reduce the vehicle’s overall energy consumption and to push the multiple disadvantages of using the insolated bipolar transistors. This study is based on the sizing of the electromagnetic converter and the two motor structures using the method of combined analytical finite elements. The program for sizing is coupled with two control laws relating to the motor types in order to choose the top performers according to good dynamic characteristics and energy saving. The simulation results show, on the one hand, the equivalence of these structures from a dynamic characteristic point of view and, on the other hand, that the trapezoidal waveform motor structure is more economical. The design of an excitation system optimizing the consumed energy equipped by a hybrid excitation motor is also developed. © 2025 by the authors.",10.3390/wevj16040207,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16040207,18,high
maybe,,Optimizing EV Charging Station Carrying Capacity Considering Coordinated Multi-Flexibility Resources,"The rapid growth of electric vehicles (EVs) poses significant challenges to the safe operation of charging stations and distribution networks. Variations in charging power across different EV manufacturers lead to substantial load fluctuations at charging stations. In some tourist cities in China, charging loads can surge at specific times, yet existing research mainly focuses on optimizing station location and basic capacity configuration, neglecting sudden peak load management. To address this, we propose a method that enhances charging station carrying capacity (CSCC) by coordinating multi-flexibility resources. This method optimizes the configuration of soft open points (SOPs) to enable flexible interconnections between feeders and incorporates elastic load scheduling for data centers. An optimization model is developed to coordinate these flexible resources, thereby improving the CSCC. Case studies demonstrate that this approach effectively increases CSCC at lower costs, facilitates the utilization of renewable energy, and enhances the overall system economy. The results validate the feasibility and effectiveness of the proposed approach, offering new insights for urban grid planning and EV charging stations optimization. © 2025 by the authors.",10.3390/wevj16070381,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16070381,18,high
maybe,,Identification Method of Weak Nodes in Distributed Photovoltaic Distribution Networks for Electric Vehicle Charging Station Planning,"With the large-scale integration of high-penetration distributed photovoltaic (DPV) into distribution networks, its output volatility and reverse power flow characteristics are prone to causing voltage violations, necessitating the accurate identification of weak nodes to enhance operational reliability. This paper investigates the definition, quantification criteria, and multi-indicator comprehensive determination methods for weak nodes in distribution networks. A multi-criteria assessment method integrating voltage deviation rate, sensitivity analysis, and power margin has been proposed. This method quantifies the node disturbance resistance and comprehensively evaluates the vulnerability of voltage stability. Simulation validation based on the IEEE 33-node system demonstrates that the proposed method can effectively identify the distribution patterns of weak nodes under different penetration levels (20~80%) and varying numbers of DPV access points (single-point to multi-point distributed access scenarios). The study reveals the impact of increased penetration and dispersed access locations on the migration characteristics of weak nodes. The research findings provide a theoretical basis for the planning of distribution networks with high-penetration DPV, offering valuable insights for optimizing the siting of volatile loads such as electric vehicle (EV) charging stations while considering both grid safety and the demand for distributed energy accommodation. © 2025 by the authors.",10.3390/wevj16080433,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16080433,18,high
maybe,,A Resilience Entropy-Based Framework for V2G Charging Station Siting and Resilient Reconfiguration of Power Distribution Networks Under Disasters,"In the post-disaster recovery of power distribution networks (PDNs), electric vehicles (EVs) possess a great potential as mobile energy storage units. When supported by vehicle-to-grid (V2G)-enabled charging stations, EVs can provide effective supplementary power for disaster-stricken areas. However, most existing stations only support unidirectional charging, limiting the resilience-enhancing potential of V2G. To address this gap, this paper proposes a resilience-oriented restoration optimization model that jointly considers the siting of V2G-enabled charging stations and PDN topology reconfiguration. A novel metric—Resilience Entropy—is introduced to dynamically characterize the recovery process. The model explicitly describes fault propagation and circuit breaker operations, while incorporating power flow and radial topology constraints to ensure secure operation. EV behavioral uncertainty is also considered to enhance model adaptability under real-world post-disaster conditions. The optimal siting scheme is obtained by solving the proposed model. Case studies demonstrate the model’s effectiveness in improving post-disaster supply and recovery efficiency, and analyze the impact of user participation willingness on V2G-based restoration. © 2025 by the authors.",10.3390/wevj16090532,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16090532,18,high
maybe,,A Demand Factor Analysis for Electric Vehicle Charging Infrastructure,"This paper investigates the factors influencing the power consumption of electric vehicle (EV) charging infrastructure and develops a methodology for determining the design electrical loads of EV charging stations (EVCSs). A comprehensive review of existing research on demand factor (DF) calculations for EVCSs is presented, highlighting discrepancies in current approaches and identifying key influencing factors. To address these gaps, a simulation model was developed in Python 3.11.9, generating minute-by-minute power consumption profiles based on EVCS parameters, EV fleet characteristics, and charging behavior patterns. In contrast with state-of-the-art methods that often provide limited reference values or scenario-specific analyses, this study quantifies the influence of key factors and demonstrates that the average number of daily charging sessions, EVCS power rating, and the number of charging ports are the most significant determinants of DF. For instance, increasing the number of sessions from 0.5 to 4 per day raises DF by 2.4 times, while higher EVCS power ratings reduce DF by 32–56%. This study proposes a practical generalized algorithm for calculating DF homogeneous and heterogeneous EVCS groups. The proposed model demonstrates superior accuracy (MAPE = 6.01%, R2 = 0.987) compared with existing SOTA approaches, which, when applied to our dataset, yielded significantly higher errors (MAPE of 50.36–67.72%). The derived expressions enable efficient planning of distribution networks, minimizing overestimation of design loads and associated infrastructure costs. This work contributes to the field by quantifying the impact of behavioral and technical factors on EVCS power consumption, offering a robust tool for grid planners and policymakers to optimize EV charging infrastructure deployment. © 2025 by the authors.",10.3390/wevj16090537,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.3390/wevj16090537,18,high
maybe,,Combined Allocation of Renewable-Based Distributed Generators and Shunt Capacitor Banks in Distribution Networks with Electric Vehicle Load Penetration,"The increasing load from electric vehicles (EVs) in distribution networks presents significant chal-lenges, including heightened power losses and voltage deviations. This paper proposes a solution through the combined optimal allocation of wind-based distributed generators (DGs) and shunt capacitor banks (CBs). An artificial protozoa optimizer (APO) is introduced for the optimal siting and sizing of distributed generators (DGs) and combined batteries (CBs), complemented by network reconfiguration (NR). The primary objectives of this approach are to minimize active power loss, reactive power loss, and voltage deviations. Additionally, the impact of EV load penetration, ranging from 20% to 100%, is thoroughly analyzed, along with an assessment of its associated uncertainty. Various scenarios are tested on the IEEE 33-bus distribution test system. The simulation results demonstrate the effectiveness of the proposed method, achieving reductions in active power losses, reactive power losses, and voltage deviations by 80.53%, 76.88%, and 69.96%, respectively. Compared to other optimization algorithms, the APO shows superior performance. © 2025 Abhilasha Pawar, Rajkumar Viral, Divya Asija, and Mohit Bansal.",10.53898/josse2025514,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.53898/josse2025514,18,high
maybe,,Chapter 5 - Hydrogen end-use and transportation,"In this chapter, several key sections including hydrogen (H2) utilization and applications are examined in detail. This chapter covers both mature and industrialized applications and fuel applications. Mature and industrialized applications are explored in oil refineries, the chemical sector, metallurgical processes, and other relevant fields (e.g., energy carriers, electricity generation, and effective energy-storing mediums). Fuel applications are investigated in relation to their roles in the aeronautics and space sectors, internal combustion engines, H2 fuel cell (FC) electric vehicles, and stand-alone power systems. In addition, various FC systems are reviewed, with challenges for safe and efficient use, operating conditions, and potential applications being identified and discussed. Then, the diverse methods and challenges of transporting H2 as a crucial element in the transition to cleaner energy sources are explored. Road transportation, utilizing tube trailers such as the TITAN, is optimal for shorter distances (distance of 160km) and limited demand scenarios. Liquid H2 delivery is considered economical for intermediate distances (over 300km) and high demands, although its viability for high-demand situations remains uncertain. Ocean transportation, despite its energy-intensive liquefaction process, has been explored, with various projects including the EQHHPP (Euro-Quebec Hydro-Hydrogen Pilot Project) and WE-NET (World Energy Network) facing challenges due to impractical costs. However, renewed interest, particularly after events such as the Fukushima nuclear accident, has stimulated recent Japanese projects. H2 pipelines, with examples such as Air Liquide’s network, have seen significant development, primarily for local distribution and large-scale interregional energy transport. Fueling stations, crucial for the adoption of H2 vehicles, have proliferated globally, with off-site configurations being more prevalent due to different factors such as electricity tariffs and equipment limitations. Liquid H2 stations are preferred for safety reasons. Despite the promise of H2 as a clean energy carrier, transporting it presents challenges. Energy requirements for compression and liquefaction are significant, with material selection for pipelines crucial to prevent corrosion. Safety measures face obstacles due to H2 unique properties, including its low flammability limit. In conclusion, while H2 offers immense potential for a cleaner energy future, addressing the challenges of its transportation is essential for its widespread adoption. Continued research and innovation are needed to optimize transportation methods, enhance safety measures, and reduce energy requirements.",https://doi.org/10.1016/B978-0-443-24042-3.00005-9,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/b978-0-443-24042-3.00005-9,18,high
maybe,,Potential impact of controlled electric car charging and vehicle-to-grid on Germany’s future power system,"The increasing diffusion of electric vehicles contributes to a growing electricity demand in the coming years. At the same time, this integrates millions of mobile storage units into the electricity system, which has a rising need for flexibility to balance the intermittent generation from photovoltaic systems and wind turbines. To capture the potential of electric cars as a flexibility resource, we simulate 7,000 vehicle driving profiles in an agent-based model, generating load profiles as well as charging power and state-of-charge boundaries for the German car fleet, which serve as restrictions in energy system optimization. In a scenario-based study for Germany in 2030 and 2045, we compare the installed electric capacities in the optimized system, depending on whether electric vehicle charging is uncontrolled, controlled, or bidirectional. Here we show that a bidirectionally charged car fleet has the potential to replace 32 GW (84 %) of stationary battery storage and 31 GW (64 %) of hydrogen-fired peaking power plants, while enabling an additional solar power expansion of 7 GW (2 %) until 2045. Notably, implementing vehicle-to-grid can limit hydrogen-fired electricity generation to winter months and enable a shift toward combined heat and power plants. On the demand side, it can reduce the expansion of electrolyzers by 19 GW (28 %) and power-to-heat capacities by 25 GW (60 %). Overall, the integrated energy system can substantially benefit from the implementation of smart and especially bidirectional charging as it lowers the need for future capacity expansion in the electricity system but also in coupled hydrogen and heat systems.",https://doi.org/10.1016/j.adapen.2025.100227,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.adapen.2025.100227,18,high
maybe,,A two-layer economic resilience model for distribution network restoration after natural disasters,"Improving the resilience of energy networks and minimizing outages is crucial, making the development of self-healing strategies essential for ensuring a continuous power supply and boosting resilience. As decentralized prosumers become more integrated into smart grids, innovative coordination methods are required to fully leverage their potential and improve the system's self-healing capabilities. Hence, in this paper, we present a decentralized two-layer model for active distribution networks (ADNs) incorporating commercial energy hubs, Parking lots (PLs), hydrogen refueling stations, and mobile units (MUs). This model aims to maximize the flexible capacities of flexible prosumers under emergencies and includes a dynamic mechanism for transporting hydrogen to refueling stations via trucks. In the first layer of the model, the AND operator provides the required services to flexible prosumers, including commercial energy hubs, PLs and hydrogen refueling stations. During this layer, the movement paths of mobile units, such as battery-based mobile storage units (MSUs) and mobile hydrogen units (MHUs), are determined. In the second layer, prosumers independently plan and decide the extent of their service contributions. Subsequently, with the actual service capacities established, the AND operator re-optimizes the initial planning to finalize the system schedule and precise movement paths of the mobile units. The proposed model was tested on a modified 83-bus distribution network using the CPLEX solver in GAMS. Simulation results demonstrate a 54.9 % reduction in forced load shedding (FLS) due to the dispatch of mobile units and a further 84.4 %% reduction in FLS from leveraging the flexible capacities of commercial energy hubs and PLs.",https://doi.org/10.1016/j.apenergy.2024.124605,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.apenergy.2024.124605,18,high
maybe,,Evaluating the carbon-emission reduction potential of employing low-carbon demand response to guide electric-vehicle charging: A Chinese case study,"The rapid growth of electric vehicles (EVs) has resulted in considerable indirect carbon emissions from power systems. To reduce charging emissions, EVs should be charged strategically to consume generated renewable energy electricity. To achieve this goal, a low-carbon demand response model is proposed to stimulate multi-type EV users to consume more low-carbon electricity by guiding users to adjust their charging behaviour temporally and spatially. First, the charging flexibility of EVs is modelled considering different user behaviours and charging modes. To accurately guide the EV demand response, a method is proposed to calculate future carbon emission factors with high temporal and spatial resolutions. Considering the carbon emission factors, charging flexibility is integrated into a model for a low-carbon demand response. This model holistically optimizes fast and slow charging of EVs from the user’s perspective. Case studies are carried out using real-world data and future planning results for Changzhou and China. The results indicate that EVs produce 73 % less carbon emissions during driving than traditional gasoline vehicles. Using low-carbon demand response to guide EV charging could reduce carbon emissions by up to 15 % by 2035.",https://doi.org/10.1016/j.apenergy.2025.126196,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.apenergy.2025.126196,18,high
maybe,,A tri-level planning strategy for integrated power and transport systems incorporating EV elastic charging behaviors,"With the rapid increase in electric vehicle (EV) adoption, there is an escalating need for coordinated planning between power and transportation systems to address the additional stress on urban infrastructure. This study tackles the critical challenge of aligning investment and planning between these systems, specifically considering the impact of EV charging behaviors. To address this issue, we propose a novel tri-level optimization framework that incorporates a quasi-variational inequality (QVI) model to effectively capture the interactions between user equilibrium (UE) in transportation networks and elastic EV charging demand. The upper level of the model optimizes investments in power systems, including distributed generation and charging infrastructure. The middle level concentrates on expanding road capacity, while the lower level resolves the traffic flow patterns under user equilibrium with elastic charging behaviors (UE-ECB) using the QVI approach. By transforming the tri-level model into a bi-level optimization program with quasi-variational inequality (OP-QVI) formulation, we achieve computational tractability and provide efficient solutions. Results show that the elastic charging demand model outperforms the non-elastic assumption, reducing total costs by 22.2 %, with power system investments down by 19.1 % and transportation system investments down by 39.8 %. These findings demonstrate the model's superior accuracy, avoiding the overestimation of infrastructure needs. Furthermore, the proposed algorithm efficiently solves complex integrated planning problems, ensuring both computational effectiveness and economic viability in system-wide optimization.",https://doi.org/10.1016/j.apenergy.2025.126207,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.apenergy.2025.126207,18,high
maybe,,Planning of a multi-agent mobile robot-based adaptive charging network for enhancing power system resilience under extreme conditions,"The rapid proliferation of electric vehicles (EVs) poses escalating challenges to voltage stability in modern distribution systems, especially under extreme conditions (e.g., sudden load surges, generator failures, or network disruptions). Conventional fixed charging stations (FCS) lack flexibility, failing to adapt to the spatiotemporally dynamic and heterogeneous nature of EV charging demand, thereby exacerbating grid resilience risks. To address this, we propose a dual-mode multi-agent mobile robot-based adaptive charging network (MRACN) that enhances power system resilience through real-time, intelligent coordination of mobile charging resources. Our dynamic scheduling strategy enables MRACN units to switch seamlessly between cost-optimized dispatch during normal operations and resilience-driven prioritization during emergencies, guided by a real-time voltage stability index (VSI)-derived resilience coefficient. The framework combines a power-traffic co-simulation environment modelling urban congestion, heterogeneous EV mobility (private, taxi, fleet), and spatiotemporal demand variations, and a multi-objective mixed-integer nonlinear programming (MINLP) model optimizing energy cost, customer satisfaction, and voltage stability under realistic constraints (traffic delays, mobility restrictions, grid safety margins). Simulations on a coupled IEEE 33-bus distribution system and 32-node transportation network demonstrate MRACN's superiority in enhancing voltage resilience, reducing operational costs, and improving EV service reliability across both normal and extreme grid scenarios. The results validate MRACN as a scalable, adaptive solution for resilient smart grids in EV-dominated environments.",https://doi.org/10.1016/j.apenergy.2025.126252,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.apenergy.2025.126252,18,high
maybe,,Online electric vehicle charging detection based on memory-based transformer using smart meter data,"The increasing adoption of Electric Vehicles (EVs) presents significant challenges for electricity grid management, particularly in accurately identifying EV charging patterns to optimize distribution network planning. Most recent works focus on EV load forecasting for future grid planning and do not take into account real-time EV charging identification. This paper introduces a novel unsupervised memory-based transformer (M-TR) model for real-time detection of EV charging events from streaming smart meter data. The proposed method is designed for deployment by Distribution Network Operators (DNOs) and can be integrated into smart grid management systems to enhance grid stability and demand response strategies. The M-TR model leverages an encoder-decoder architecture: the encoder captures coarse-scale historical patterns over an extended temporal window, while the decoder focuses on fine-scale details within a local window. A key innovation of this approach is the dual memory comparison mechanism, which enables faster real-time inference by dynamically integrating historical and recent data. Unlike existing methods, the M-TR requires no prior knowledge of EV charging profiles and only uses real power consumption data from non-EV users. The goal of this approach is to automatically identify EV charging events from behind the meter aggregated smart meter data without requiring labeled EV data or additional sensors, thereby enabling real-time monitoring, reducing grid uncertainties, and supporting load balancing strategies. Benchmarking against state-of-the-art unsupervised models, the M-TR achieves superior performance with an average F-score of 0.844 and an AUC of 0.910, demonstrating its accuracy and robustness. Additionally, the model’s efficient execution time of 1.2 s per 1-min data sample highlights its suitability for real-time applications. This work underscores the importance of incorporating global temporal context and dual memory mechanisms in EV charging detection, offering a scalable solution for integrating EVs into the power grid.",https://doi.org/10.1016/j.apenergy.2025.126353,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.apenergy.2025.126353,18,high
maybe,,"EV charging stations for sustainable urban transport electrification in the Arabian Peninsula: Performance assessment, social-economic aspects, opportunities, implementation challenges and strategic policies","The rapid adoption of electric vehicles, renewable energy sources, and advancements in battery technologies necessitate efficient, sustainable, and socio-economically viable interdependent energy systems. The rising penetration of EVs intensifies interdependencies between urban transport and electric power systems through charging infrastructures. This study presents a novel hybrid energy system that integrates renewable energy sources such as solar photovoltaic and wind turbines, conventional diesel generators, battery storage, and distribution grids to reliably satisfy the charging demands of electric vehicles in urban environments. A Hybrid Grey Wolf Cuckoo Search Algorithm (HGWCSA), which synergistically combines the exploitation capabilities of Grey Wolf Optimization (GWO) and the exploration strengths of Cuckoo Search (CS), is employed to optimize the system’s sizing and operational performance of the charging system. The primary advantages of HGWCSA include faster convergence, superior solution accuracy, and robust capability to avoid local optima. The effectiveness and innovation of HGWCSA are validated through comparative performance assessments against conventional metaheuristic algorithms. The study further contributes novel insights by thoroughly assessing techno-economic feasibility, socio-economic opportunities, strategic policies, and implementation challenges within the context of sustainable e-mobility from a case study perspective in the Arabian Peninsula. Comprehensive simulations and comparative analyses demonstrate that the HGWCSA achieves the lowest Levelized cost of energy (LCOE) at $0.08/kWh and the minimum Total net present cost (TNPC) of $103,267, significantly reducing CO2 emissions compared to traditional optimization methods. Furthermore, sensitivity analyses validate the optimized system’s adaptability and long-term viability across diverse operational scenarios, significantly advancing sustainable urban transport electrification strategies.",https://doi.org/10.1016/j.ecmx.2025.101018,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.ecmx.2025.101018,18,high
maybe,,"Optimal allocation and configuration of renewable energy sources, electric vehicle parking lots, and fixed and mobile batteries under uncertainty and demand response program","The global transition to renewable energy sources (RESs) is critical for mitigating environmental pollution and reducing dependence on fossil fuels. However, the inherent intermittency of RESs presents significant challenges to power system stability, which are further exacerbated by the anticipated rise in electric vehicles (EVs), projected to exceed 130 million by 2030. To support this transformation, a robust energy infrastructure that integrates RESs, smart plug-in EV parking lots (PEV-PLs), energy storage systems (ESSs), and demand response programs (DRPs) is essential. This paper proposes a stochastic multi-objective mixed-integer nonlinear programming (MINLP) model for the optimal planning and operation of distribution systems (PDS) with increasing RES and EV penetration. The model incorporates wind and photovoltaic (PV) distributed generators (DGs), PEV-PLs, fixed and mobile battery energy storage systems (FBESSs and MBESSs), and DRPs. It optimally determines the sizing and placement of key components while strategically managing the relocation of MBESSs to minimize economic costs (investment, maintenance, and operation), environmental impacts (carbon emissions from the PDS), power losses, and voltage deviations. The model also accounts for major uncertainties, including EV charging behavior, wind speed, solar irradiation, load demand, and energy price fluctuations. The proposed framework is validated using the IEEE 69-bus test system, with nine configurations evaluated, ranging from a baseline (Case 1) to a fully integrated setup (Case 9). These cases include various combinations of RESs, PEV-PLs, FBESSs, MBESSs, and DRPs. The analysis underscores the importance of coordinated integration of RESs, storage, and DRPs to achieve environmental and operational benefits. Among the evaluated configurations, Case 7, which includes RESs, PEV-PLs, MBESSs, and DRP, emerges as the most balanced solution, achieving the lowest emission cost ($323,516.65/year), the highest loss reduction (39.60%), and the greatest voltage deviation improvement (41.14%). Case 3 excels in reducing operational costs (35.66%) and achieving the highest RES penetration (2.65 MVA), demonstrating the benefits of combining wind-PV DGs with a moderate EV fleet. In contrast, Case 9, despite incorporating the highest EV penetration (179 EVs) and the most comprehensive mix of technologies, underperforms economically due to system complexity, with only a 16.54% reduction in operational costs and a 1.23% increase in total cost. Overall, the results indicate that configurations that balance RES integration with moderate EV deployment and strategic energy storage, such as Cases 3 and 7, offer the most effective trade-offs between economic and environmental objectives.",https://doi.org/10.1016/j.ecmx.2025.101041,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.ecmx.2025.101041,18,high
maybe,,Security-constrained unit commitment in the presence of smart devices using a two-stage robust optimization model,"This paper introduces a novel resilience-enhanced robust optimization framework for security-constrained unit commitment, integrating adaptive energy storage and demand-side flexibility to improve power system stability under extreme and uncertain conditions. Unlike conventional two-stage robust optimization methods, our approach incorporates a resilience-driven formulation that explicitly accounts for severe renewable generation fluctuations, sudden demand variations, and unforeseen grid disturbances. The proposed model leverages a mixed-integer programming formulation, solved using a decomposition algorithm, to ensure computational efficiency in large-scale networks. The method optimally coordinates charging and discharging strategies for storage systems and electric vehicles, alongside flexible demand management, to minimize operational costs, startup/shutdown and no-load expenses, unserved load costs, and emissions. Simulations conducted on multiple test networks (6-bus, 24-bus, 118-node, and 300-node systems) validate the effectiveness of the approach. The results demonstrate optimal objective function values of $608,976 for the 6-bus network, $3399,185 for the 24-bus network, $21.58 million for the 118-node network, and $62.41 million for the 300-node network. Comparisons with established methods such as Benders decomposition and evolutionary algorithms reveal cost reductions of approximately 4.85 % and 9.47 % for the 6-bus network and 5.66 % and 9.15 % for the 24-bus network, respectively. These findings highlight the model’s ability to enhance economic efficiency, system adaptability, and resilience in modern power grids.",https://doi.org/10.1016/j.egyr.2025.04.069,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.egyr.2025.04.069,18,high
maybe,,Cost and environmental impacts assessment of electric vehicles and power systems synergy: The role of vehicle-to-grid technology,"In recent years, both electric vehicles and renewable energy have experienced unexpected and rapid development globally, which provides opportunities for cross-sectoral synergy through Vehicle-to-Grid(V2G) technology during the ongoing carbon-neutral transitions. To reveal the long-term cost and environmental impacts of V2G, a novel power system planning model is established by co-optimizing the power system investment and operational decisions with V2G. Two V2G modes are discussed in this study: 1) the unidirectional V2G functions as a flexible load; and 2) the bidirectional V2G serves as an alternative energy storage option. The case study in China demonstrates that V2G can effectively mitigate the transition cost in the power system and bring about considerable environmental benefits. The transition cost of the power system will decrease by 2.0 % ∼ 3.8 % and the annualized carbon emissions will be reduced by 8.7–26.9 million tons due to V2G integrations during the period of 2021–2060. The cost and environmental impacts mainly arise from altering the generation and capacity mix of the power system. It is found that V2G can improve the utilization rate of existing units, thereby reducing the required capacity of coal-fired power units. Also, V2G can enhance the system flexibility which is most beneficial to solar power integration. To fully realize the intended benefits of V2G, policy guidance holds a pivotal role. Policy recommendations aimed at guiding the V2G practice and enhancing its environmental benefits are offered based on the findings of this study.",https://doi.org/10.1016/j.eiar.2025.107899,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,https://doi.org/10.1016/j.eiar.2025.107899,18,high
